start_time,end_time,FILE-CREATE,FILE-DELETE,FILE-MODIFY,FILE-READ,FILE-WRITE,FILE-RENAME,PROCESS-CREATE,PROCESS-OPEN,PROCESS-TERMINATE,REGISTRY-ADD,REGISTRY-EDIT,REGISTRY-REMOVE
23:45:39,23:48:48,0.0189,0.005,0.0839,0.0853,0.0503,0.0091,0.0022,0.7325,0.0023,0.0006,0.0071,0.0028
23:45:43,23:50:16,0.0182,0.0048,0.0847,0.071,0.0499,0.0097,0.0023,0.7462,0.0031,0.0002,0.0074,0.0025
23:45:50,23:50:18,0.018,0.0046,0.0856,0.0832,0.051,0.0091,0.0024,0.7324,0.0025,0.0007,0.0077,0.0028
23:45:52,23:51:31,0.0172,0.0039,0.0946,0.0807,0.0527,0.0091,0.0022,0.728,0.0025,0.0002,0.0067,0.0022
23:45:54,23:51:46,0.0168,0.0043,0.0863,0.082,0.0454,0.0088,0.0028,0.7406,0.0029,0.0002,0.0074,0.0025
23:45:58,23:52:09,0.0169,0.0044,0.0805,0.0831,0.0466,0.0088,0.0023,0.7458,0.0027,0.0002,0.0065,0.0022
23:46:16,23:53:03,0.0176,0.0038,0.0844,0.0727,0.05,0.0094,0.0028,0.7463,0.0031,0.0003,0.0073,0.0023
23:47:27,23:53:19,0.0177,0.0046,0.0814,0.0791,0.0484,0.0086,0.0021,0.7455,0.0023,0.0006,0.007,0.0027
23:48:16,23:54:00,0.0188,0.0044,0.09,0.0768,0.0524,0.0098,0.0023,0.7319,0.0029,0.0002,0.0079,0.0026
23:49:01,23:55:46,0.0194,0.0038,0.09,0.0827,0.0555,0.0101,0.0022,0.7248,0.0026,0.0002,0.0065,0.0022
23:48:48,23:56:19,0.0176,0.004,0.096,0.0749,0.0464,0.0176,0.0027,0.7289,0.0025,0.0002,0.007,0.0022
23:50:16,23:57:06,0.0185,0.0038,0.0846,0.0721,0.0523,0.0094,0.0023,0.7444,0.0027,0.0003,0.0074,0.0022
23:50:18,23:57:26,0.0269,0.0164,0.0868,0.0817,0.0523,0.009,0.0021,0.7137,0.0024,0.0002,0.0063,0.0022
23:51:31,23:58:47,0.0194,0.0044,0.0892,0.0704,0.0556,0.0101,0.0022,0.7372,0.0026,0.0002,0.0065,0.0022
23:51:45,00:00:00,0.0196,0.0044,0.092,0.0712,0.0537,0.0098,0.0025,0.735,0.0027,0.0002,0.0067,0.0022
23:52:09,00:01:25,0.0196,0.0038,0.0894,0.071,0.0561,0.0103,0.0025,0.735,0.0029,0.0002,0.007,0.0022
23:53:03,00:02:23,0.018,0.0038,0.0869,0.0739,0.0515,0.0095,0.0026,0.7418,0.0031,0.0002,0.0065,0.0022
23:53:19,00:03:00,0.0182,0.0038,0.0893,0.0752,0.0523,0.0099,0.0026,0.737,0.0029,0.0002,0.0064,0.0022
23:54:00,00:04:00,0.0188,0.0038,0.0896,0.0732,0.0544,0.0101,0.0026,0.7358,0.0029,0.0002,0.0064,0.0022
23:55:48,00:05:05,0.018,0.0038,0.087,0.0727,0.0513,0.0098,0.0026,0.743,0.003,0.0002,0.0064,0.0022
23:56:19,00:05:51,0.0185,0.0216,0.0868,0.0726,0.0504,0.0096,0.0024,0.7263,0.0029,0.0002,0.0065,0.0022
23:57:06,00:06:02,0.0162,0.0038,0.078,0.0794,0.0429,0.0085,0.0042,0.7538,0.0044,0.0002,0.0064,0.0022
23:57:26,00:05:55,0.0163,0.0038,0.0806,0.0893,0.0465,0.0087,0.0041,0.7376,0.0042,0.0002,0.0065,0.0022
