file-execve,file-access,file-open,file-fstat,file-mmap2,file-close,file-read,file-stat,file-write,file-unlink,file-bind,file-listen,file-chmod,file-connect,file-writev,file-recv,file-ftruncate,file-sendmsg,file-send,file-recvmsg,file-accept,file-sendto,file-recvfrom,file-truncate,process-clone,process-waitpid
0.7287671667177931,0.6292360730209858,0.9983583345800292,0.5230470737124717,0.9770020024793156,0.3701910685563105,0.2924454715880884,7.973755888035505e-05,0.4234409555769356,0.1446664390722156,0.6256859141580154,0.8537984940396905,0.8670751512290376,0.573810877309967,0.6880738958757425,0.5291333280185654,0.8530492469470015,0.374332738714296,0.3871544680520387,0.3712724590755756,0.8414322860124479,0.6480578766921441,0.6567456308866038,0.8480094306214943,0.7373292107293299,0.7508946018770235
0.7287671667177931,5.194896424143281e-08,0.8438114264396273,0.1761605485082711,0.273390771524681,0.1962900393164657,0.3963738550150022,0.2633659890742978,0.1774643421815688,0.7183503821188442,0.6256859141580154,0.8537984940396905,0.8670751512290376,0.573810877309967,0.6880738958757425,0.5291333280185654,0.8530492469470015,0.374332738714296,0.3871544680520387,0.3712724590755756,0.8414322860124479,0.6480578766921441,0.6567456308866038,0.8480094306214943,0.7373292107293299,0.7508946018770235
0.7287671667177931,0.0199823452043357,0.7206868255454557,0.7393995819226316,0.6433839884112926,0.4064808481609721,0.770197672236868,0.5048845415908922,0.902714759151938,0.8939938426370679,0.6256859141580154,0.8537984940396905,0.8670751512290376,0.7348106803925287,0.6880738958757425,0.5291333280185654,0.8530492469470015,0.374332738714296,0.3871544680520387,0.3839185950175973,0.8414322860124479,0.6480578766921441,0.6567456308866038,0.8480094306214943,0.7373292107293299,0.0360943516666805
5.1133263426539344e-05,0.7022928021084547,0.3873434903059061,0.7181240087360248,0.4227515092631404,0.3880775414256654,0.1188682447173059,0.0056672850908328,0.3579758065528069,0.7183503821188442,0.6368410064896017,5.760464416582067e-08,0.8670751512290376,0.9084303752054028,0.8978142048378246,0.560912742347639,0.8530492469470015,0.374332738714296,0.3871544680520387,0.3712724590755756,0.8414322860124479,0.6480578766921441,0.6567456308866038,0.8480094306214943,0.1284202661916165,0.7508946018770235
0.7287671667177931,0.0035755377066466,0.9256987948057458,0.1457595425996689,0.6945296687726337,0.252762824701028,0.4706494559225067,0.9428201494577482,0.5797130904789325,0.0004560240809339,0.6256859141580154,0.8537984940396905,0.8670751512290376,0.5781251541264738,0.8978142048378246,0.6327740887564826,0.8530492469470015,0.4416685190029428,0.4661182317260732,0.472362156995648,1.517896919267514e-12,0.6480578766921441,0.6567456308866038,0.8480094306214943,0.7373292107293299,6.507688278256651e-06
0.7287671667177931,0.7273128711199326,0.1743522033183451,0.9724307947056444,0.383255298539304,0.951300556277263,0.3493631709601656,0.3987755749224924,0.5859817222068862,0.5830165706087849,0.6256859141580154,0.8537984940396905,0.8670751512290376,0.7348106803925287,0.6880738958757425,0.5502176211703749,0.8530492469470015,0.3823847414224544,0.3979078774468556,0.3775628969763116,0.8414322860124479,0.6480578766921441,0.6567456308866038,0.8480094306214943,0.7373292107293299,0.7508946018770235
0.5942659109710011,0.9706160425745668,0.3617146981206471,0.92371028214423,0.703861045853154,0.1318782895641304,0.2157391032883202,0.0728645146607718,0.3345913242824232,0.7183503821188442,0.6256859141580154,0.8537984940396905,0.8670751512290376,0.9084303752054028,0.6880738958757425,0.7201802935370702,0.8530492469470015,0.3823847414224544,0.4661182317260732,0.3712724590755756,0.0261323970901101,0.6480578766921441,0.6567456308866038,0.8480094306214943,0.1284202661916165,0.7508946018770235
0.7287671667177931,0.8563070899881322,0.007560250867622,0.8913769650255969,0.0459307615425053,0.951300556277263,0.1165810391087989,0.4551037566087796,0.1774643421815688,0.7183503821188442,0.6256859141580154,0.8537984940396905,0.8670751512290376,0.573810877309967,0.6880738958757425,0.5291333280185654,0.8530492469470015,0.374332738714296,0.3871544680520387,0.3712724590755756,0.8414322860124479,0.6480578766921441,0.6567456308866038,0.8480094306214943,0.7373292107293299,0.7508946018770235
0.0015193844925376,0.6899007356243132,0.0574442120242821,0.9300014460481704,0.0273279920678397,0.7752650536655621,0.1283704581117701,0.9792980343080296,0.1894995439900002,0.7183503821188442,0.6256859141580154,0.8537984940396905,0.8670751512290376,0.4354850434219233,0.5103348605754527,0.6498976868314257,6.735136204305547e-08,0.3988042297247052,0.431231226219233,0.3968249457295594,0.8414322860124479,0.6480578766921441,0.6567456308866038,0.8480094306214943,0.1284202661916165,0.0360943516666805
0.021933062268493,0.2352954451766118,0.1856055845108022,0.9075244687860942,0.3461050039524307,0.5273454915256843,0.2193747921520241,0.2489911093120622,0.1774643421815688,0.7183503821188442,0.6256859141580154,0.8537984940396905,0.8670751512290376,0.573810877309967,0.6880738958757425,0.5291333280185654,0.8530492469470015,0.4156410910690669,0.3871544680520387,0.4440167112304467,0.8414322860124479,0.6480578766921441,0.6567456308866038,0.8480094306214943,1.6780596556742466e-07,0.7508946018770235
